"American Gods;American Gods;Neil Gaiman;Days before his release from prison, Shadows wife, Laura, dies in a mysterious car crash. Numbly, he makes his way back home. On the plane, he encounters the enigmatic Mr Wednesday, who claims to be a refugee from a distant war, a former god and the king of America. Together they embark on a profoundly strange journey across the heart of the USA, whilst all around them a storm of preternatural and epic proportions threatens to break.Scary, gripping and deeply unsettling, American Gods takes a long, hard look into the soul of America. Youll be surprised by what - and who - it finds there...This is the authors preferred text, never before published in the UK, and is about 12,000 words longer than the previous UK edition.;Fantasy, Fiction, Urban Fantasy, Mythology, Audiobook, Science Fiction, Science Fiction Fantasy, Adult, Contemporary, Novels;635;William Morrow;06/21/11;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462924585l/30165203.jpg;"
"The Count of Monte Cristo;The Count of Monte Cristo;Alexandre Dumas;Thrown in prison for a crime he has not committed, Edmond Dantes is confined to the grim fortress of If. There he learns of a great hoard of treasure hidden on the Isle of Monte Cristo and he becomes determined not only to escape, but also to unearth the treasure and use it to plot the destruction of the three men responsible for his incarceration. Dumas epic tale of suffering and retribution, inspired by a real-life case of wrongful imprisonment, was a huge popular success when it was first serialized in the 1840s.Robin Buss lively English translation is complete and unabridged, and remains faithful to the style of Dumas . This edition includes an introduction, explanatory notes and suggestions for further reading.;Classics, Fiction, Historical Fiction, Adventure, Literature, France, Historical, Classic Literature, Novels, Romance;1276;Penguin Classics;05/27/03;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309203605l/7126.jpg;"
"Lonesome Dove;Lonesome Dove;Larry McMurtry;A love story, an adventure, and an epic of the frontier, Larry McMurtry winning classic, Lonesome Dove, the third book in the Lonesome Dove tetralogy, is the grandest novel ever written about the last defiant wilderness of America.Journey to the dusty little Texas town of Lonesome Dove and meet an unforgettable assortment of heroes and outlaws, whores and ladies, Indians and settlers. Richly authentic, beautifully written, always dramatic, Lonesome Dove is a book to make us laugh, weep, dream, and remember.;Fiction, Historical Fiction, Westerns, Classics, Historical, Adventure, Novels, Literature, Audiobook, American;960;Pocket Books;10/01/99;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559668037l/256008.jpg;"
"Perfume;Perfume: The Story of a Murderer;John E. Woods;An acclaimed bestseller and international sensation, Patrick Suskinds classic novel provokes a terrifying examination of what happens when one mans indulgence in his greatest passion sense of smell to murder.In the slums of eighteenth-century France, the infant Jean-Baptiste Grenouille is born with one sublime gift absolute sense of smell. As a boy, he lives to decipher the odors of Paris, and apprentices himself to a prominent perfumer who teaches him the ancient art of mixing precious oils and herbs. But Grenouilles genius is such that he is not satisfied to stop there, and he becomes obsessed with capturing the smells of objects such as brass doorknobs and fresh-cut wood. Then one day he catches a hint of a scent that will drive him on an ever-more-terrifying quest to create the """"ultimate perfume""""the scent of a beautiful young virgin.;Fiction, Classics, Historical Fiction, Horror, Mystery, Thriller, Crime, Historical, German Literature, Novels;263;Penguin Books;10/28/87;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409112276l/343.jpg;"
"Holes;Holes;Louis Sachar;Stanley Yelnats is under a curse. A curse that began with his no-good-dirty-rotten-pig-stealing-great-great-grandfather and has since followed generations of Yelnats. Now Stanley has been unjustly sent to a boys detention center, Camp Green Lake, where the boys build character by spending all day, every day digging holes exactly five feet wide and five feet deep. There is no lake at Camp Green Lake. But there are an awful lot of holes.It doesn take long for Stanley to realize there more than character improvement going on at Camp Green Lake. The boys are digging holes because the warden is looking for something. But what could be buried under a dried-up lake? Stanley tries to dig up the truth in this inventive and darkly humorous tale of crime and punishment redemption.;Young Adult, Fiction, Childrens, Middle Grade, Realistic Fiction, Classics, Mystery, Adventure, School, Contemporary;233;Scholastic;09/02/00;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1603402798l/38709._SX318_.jpg;"
"The Lion the Witch and the Wardrobe;The Lion, the Witch and the Wardrobe;C.S. Lewis;Narnia...the land beyond the wardrobe door, a secret place frozen in eternal winter, a magical country waiting to be set free.Lucy is the first to find the secret of the wardrobe in the professors mysterious old house. At first her brothers and sister dont believe her when she tells of her visit to the land of Narnia. But soon Edmund, then Peter and Susan step through the wardrobe themselves. In Narnia they find a country buried under the evil enchantment of the White Witch. When they meet the Lion Aslan, they realize theyve been called to a great adventure and bravely join the battle to free Narnia from the Witchs sinister spell.;Fantasy, Classics, Fiction, Young Adult, Childrens, Adventure, Middle Grade, Christian, Magic, Christian Fiction;206;Simon;11/14/14;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353029077l/100915.jpg;"
"Watchmen;Watchmen;Alan Moore;This Hugo Award-winning graphic novel chronicles the fall from grace of a group of super-heroes plagued by all-too-human failings. Along the way, the concept of the super-hero is dissected as the heroes are stalked by an unknown assassin.One of the most influential graphic novels of all time and a perennial best-seller, Watchmen has been studied on college campuses across the nation and is considered a gateway title, leading readers to other graphic novels such as V for Vendetta, Batman: The Dark Knight Returns and The Sandman series;Graphic Novels, Comics, Fiction, Science Fiction, Fantasy, Graphic Novels Comics, Comic Book, Classics, Superheroes, Dystopia;416;DC Comics;10/28/05;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442239711l/472331.jpg;"
"It;It;Stephen King;Welcome to Derry, Maine ...It a small city, a place as hauntingly familiar as your own hometown. Only in Derry the haunting is real ...They were seven teenagers when they first stumbled upon the horror. Now they are grown-up men and women who have gone out into the big world to gain success and happiness. But none of them can withstand the force that has drawn them back to Derry to face the nightmare without an end, and the evil without a name.;Horror, Fiction, Thriller, Fantasy, Audiobook, Mystery, Adult, Paranormal, Classics, Novels;1116;New English Library;10/01/87;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334416842l/830502.jpg;"
"The Last Olympian;The Last Olympian;Rick Riordan;All year the half-bloods have been preparing for battle against the Titans, knowing the odds of victory are grim. Kronoss army is stronger than ever, and with every god and half-blood he recruits, the evil Titans power only grows.While the Olympians struggle to contain the rampaging monster Typhon, Kronos begins his advance on New York City, where Mount Olympus stands virtually unguarded. Now its up to Percy Jackson and an army of young demigods to stop the Lord of Time.;Fantasy, Young Adult, Mythology, Fiction, Middle Grade, Adventure, Childrens, Greek Mythology, Urban Fantasy, Magic;381;Disney Hyperion Books;05/05/09;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519022209l/4556058.jpg;"
"The Little House Collection;The Little House Collection;Laura Ingalls Wilder;This nine-book paperback box set of the classic series features the classic black-and-white artwork from Garth Williams.The nine books in the timeless Little House series tell the story of Laura real childhood as an American pioneer, and are cherished by readers of all generations. They offer a unique glimpse into life on the American frontier, and tell the heartwarming, unforgettable story of a loving family.Little House in the Big WoodsMeet the Ingalls family, Ma, Pa, Mary, and baby Carrie, who all live in a cozy log cabin in the big woods of Wisconsin in the 1870s. Though many of their neighbors are wolves and panthers and bears, the woods feel like home, thanks to Ma homemade cheese and butter and the joyful sounds of Pas fiddle.;Classics, Historical Fiction, Childrens, Fiction, Young Adult, Historical, Middle Grade, Juvenile, Literature, Kids;2700;Avon Books;10/07/03;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577932823l/114345._SX318_.jpg;"
"Mythology;Mythology;Edith Hamilton;The world-renowned classic that has enthralled and delighted millions of readers with its timeless tales of gods and heroes.Edith Hamiltons Mythology succeeds like no other book in bringing to life for the modern reader the Greek, Roman, and Norse myths that are the keystone of Western culture--the stories of gods and heroes that have inspired human creativity from antiquity to the present. We meet the Greek gods on Olympus and Norse gods in Valhalla. We follow the drama of the Trojan War and the wanderings of Odysseus. We hear the tales of Jason and the Golden Fleece, Cupid and Psyche, and mighty King Midas. We discover the origins of the names of the constellations. And we recognize reference points for countless works of art, literature, and cultural inquiry--from Freuds Oedipus complex to Wagners Ring Cycle of operas to Eugene ONeills Mourning Becomes Electra.;Mythology, Classics, Nonfiction, History, Reference, Religion, School, Literature, Greek Mythology, Short Stories;497;Little, Brown and Company;09/14/98;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1305000423l/23522.jpg;"
"Peter Pan;Peter Pan;J.M. Barrie;Peter Pan by J. M. Barrie Peter Pan, the mischievous boy who refuses to grow up, lands in the Darlings proper middle-class home to look for his shadow. He befriends Wendy, John and Michael and teaches them to fly (with a little help from fairy dust). He and Tinker Bell whisk them off to Never-land where they encounter the Red Indians, the Little Lost Boys, pirates and the dastardly Captain Hook.;Classics, Fantasy, Fiction, Childrens, Adventure, Young Adult, Audiobook, Middle Grade, Fairy Tales, Literature;176;Henry Holt and Co.;10/01/03;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1337714526l/34268.jpg;"
"Swanns Way;Swanns Way;Marcel Proust;Marcel Prousts In Search of Lost Time is one of the most entertaining reading experiences in any language and arguably the finest novel of the twentieth century. But since its original prewar translation there has been no completely new version in English. Now, Penguin brings Prousts masterpiece to new audiences throughout the world, beginning with Lydia Daviss internationally acclaimed translation of the first volume, Swanns Way.Swanns Way is one of the preeminent novels of childhood: a sensitive boys impressions of his family and neighbors, all brought dazzlingly back to life years later by the taste of a madeleine. It also enfolds the short novel Swann in Love an incomparable study of sexual jealousy that becomes a crucial part of the vast, unfolding structure of In Search of Lost Time. The first volume of the work that established Proust as one of the finest voices of the modern age  satirical, skeptical, confiding, and endlessly varied in its response to the human condition.;Classics, Fiction, France, Literature, French Literature, Novels, 20th Century, Philosophy, Literary Fiction, Unfinished;444;Penguin Classics;11/30/04;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452956236l/12749._SY475_.jpg;"
"Artemis Fowl;Artemis Fowl;Eoin Colfer;Twelve year old Artemis Fowl is a millionaire, a genius, and above all, a criminal mastermind. But even Artemis doesnt know what hes taken on when he kidnaps a fairy, Captain Holly Short of the LEPrecon Unit. These arent the fairies of bedtime storiestheyre dangerous! Full of unexpected twists and turns, Artemis Fowl is a riveting, magical adventure.;Fantasy, Young Adult, Fiction, Middle Grade, Childrens, Adventure, Science Fiction, Magic, Urban Fantasy, Audiobook;396;Disney Hyperion;04/01/03;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327945104l/249747.jpg;"
"The Reader;The Reader;Bernhard Schlink;Hailed for its coiled eroticism and the moral claims it makes upon the reader, this mesmerizing novel is a story of love and secrets, horror and compassion, unfolding against the haunted landscape of postwar Germany.When he falls ill on his way home from school, fifteen-year-old Michael Berg is rescued by Hanna, a woman twice his age. In time she becomes his loverthen she inexplicably disappears. When Michael next sees her, he is a young law student, and she is on trial for a hideous crime. As he watches her refuse to defend her innocence, Michael gradually realizes that Hanna may be guarding a secret she considers more shameful than murder.;Fiction, Historical Fiction, German Literature, Classics, Holocaust, Romance, Historical, Germany, War, World War II;355;Pantheon;06/26/97;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327936339l/101299.jpg;"
"The Hobbit or There and Back Again;The Hobbit, or There and Back Again;J.R.R. Tolkien;In a hole in the ground there lived a hobbit. Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat: it was a hobbit-hole, and that means comfort.Written for J.R.R. Tolkien own children, The Hobbit met with instant critical acclaim when it was first published in 1937. Now recognized as a timeless classic, this introduction to the hobbit Bilbo Baggins, the wizard Gandalf, Gollum, and the spectacular world of Middle-earth recounts of the adventures of a reluctant hero, a powerful and dangerous ring, and the cruel dragon Smaug the Magnificent.;Fantasy, Classics, Fiction, Adventure, Young Adult, Science Fiction Fantasy, High Fantasy, Childrens, Epic Fantasy, Novels;366;Houghton Mifflin;08/15/02;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546071216l/5907.jpg;"
"The Compleat Works of Wllm Shkspr;The Compleat Works of Wllm Shkspr ;Adam Long;Revised from the rather long original complete works of Shakespeare, this abridged version is written by three Americans, with no qualifications worth speaking of. The playtext is reproduced here with footnotes which will be of no help to anyone and a letter from the authors to the Queen;Plays, Classics, Humor, Fiction, Drama, Theatre, Comedy, Poetry, Literature, Adult;137;Applause Books;02/01/94;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347579233l/1423.jpg;"
"Love in the Time of Cholera;Love in the Time of Cholera;Gabriel Garcia Marquez;In their youth, Florentino Ariza and Fermina Daza fall passionately in love. When Fermina eventually chooses to marry a wealthy, well-born doctor, Florentino is heartbroken, but he is a romantic. As he rises in his business career he whiles away the years in 622 affairsyet he reserves his heart for Fermina. Her husband dies at last, and Florentino purposefully attends the funeral. Fifty years, nine months, and four days after he first declared his love for Fermina, he will do so again;Fiction, Classics, Historical Fiction, Romance, Magical Realism, Literature, Novels, Spanish Literature, Literary Fiction, Historical;348;Vintage International;10/05/03;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1536376800l/9712.jpg;"
"Shadow Kiss;Vampire Academy;Richelle Mead ;WHAT IF FOLLOWING HER HEART MEANS ROSE COULD LOSE HER BEST FRIEND FOREVER?Lissa Dragomir is a Moroi princess: a mortal vampire with a rare gift for harnessing the earths magic. She must be protected at all times from Strigoi the fiercest vampires - the ones who never die. The powerful blend of human and vampire blood that flows through Rose Hathaway, Lissas best friend, makes her a Dhampir. Rose is dedicated to a dangerous life of protecting Lissa from the Strigoi, who are hell-bent on making Lissa one of them.Rose knows it is forbidden to love another guardian. Her best friend, Lissa - the last Dragomir princess - must always come first.;Young Adult, Vampires, Fantasy, Paranormal, Romance, Urban Fantasy, Paranormal Romance, Supernatural, Fiction, Magic;443;Razorbill;11/13/08;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361099049l/2802316._SY475_.jpg;"
"Insurgent;Divergent;Veronica Roth;One choice can transform you it can destroy you. But every choice has consequences, and as unrest surges in the factions all around her, Tris Prior must continue trying to save those she lovesand herselfwhile grappling with haunting questions of grief and forgiveness, identity and loyalty, politics and love.Triss initiation day should have been marked by celebration and victory with her chosen faction  instead, the day ended with unspeakable horrors. War now looms as conflict between the factions and their ideologies grows. And in times of war, sides must be chosen, secrets will emerge, and choices will become even more irrevocableand even more powerful. Transformed by her own decisions but also by haunting grief and guilt, radical new discoveries, and shifting relationships, Tris must fully embrace her Divergence, even if she does not know what she may lose by doing so.;Young Adult, Dystopia, Fiction, Fantasy, Science Fiction, Romance, Adventure, Teen, Post Apocalyptic, Action;525;HarperCollins Childrens Books;05/01/12;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1325667729l/11735983.jpg;"
"Digging in;Digging In;Loretta Nyhan;Listening Length: 7 hours and 18 minutesIn author Loretta Nyhan warm, witty, and wonderful novel, a widow discovers an unexpected chance to start over right in her own backyard.Paige Moresco found her true love in eighth grade and lost him two years ago. Since his death, shes been sleepwalking through life, barely holding on for the sake of her teenage son. Her house is a wreck, the grass is overrun with weeds, and shes at risk of losing her job. As Paige stares at her neglected lawn, she knows shes hit rock bottom. So she does something entirely unexpected: she begins to dig.As the hole gets bigger, Paige decides to turn her entire yard into a vegetable garden. The neighbors in her tidy gated community are more than a little alarmed. Paige knows nothing about gardening, and shes boldly flouting neighborhood-association bylaws. But with the help of new friends, a charming local cop, and the transformative power of the soil, Paige starts to see potential in the chaos of her life. Something big is beginning to take roots both in her garden and in herself.;Fiction, Chick Lit, Contemporary, Romance, Audiobook, Womens Fiction, Adult Fiction, Novels, Family, Gardening;258;Brilliance Audio;04/01/18;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1505306828l/35655179._SY475_.jpg;"
"A walk to remember;A Walk to Remember;Nicholas Sparks;There was a time when the world was sweeter...when the women in Beaufort, North Carolina, wore dresses, and the men donned hats...when something happened to a seventeen-year-old boy that would change his life forever. Every April, when the wind blows in from the sea and mingles with the scent of lilacs, Landon Carter remembers his last year at Beaufort High. It was 1958, and Landon had already dated a girl or two. He even swore that he had once been in love. Certainly the last person in town he thought hed fall for was Jamie Sullivan, the daughter of the towns Baptist minister. A quiet girl who always carried a Bible with her schoolbooks, Jamie seemed content living in a world apart from the other teens. She took care of her widowed father, rescued hurt animals, and helped out at the local orphanage. No boy had ever asked her out. Landon would never have dreamed of it.;Romance, Fiction, Chick Lit, Contemporary, Young Adult, Adult, Adult Fiction, Drama, Contemporary Romance, Love;215;Grand Central Publishing;05/24/00;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498755310l/35545737._SY475_.jpg;"
"How the Grinch Stole Christmas;How the Grinch Stole Christmas;Dr. Seuss;The Grinch hated Christmas! The whole Christmas season!Now, please dont ask why. No one quite knows the reason.Dr. Seusss small-hearted Grinch ranks right up there with Scrooge when it comes to the crankiest, scowling holiday grumps of all time. For 53 years, the Grinch has lived in a cave on the side of a mountain, looming above the Whos in Whoville. The noisy holiday preparations and infernal singing of the happy little citizens below annoy him to no end. The Grinch decides this frivolous merriment must stop. His wonderful, awful idea is to don a Santa outfit, strap heavy antlers on his poor, quivering dog Max, construct a makeshift sleigh, head down to Whoville, and strip the chafingly cheerful Whos of their Yuletide glee once and for all.Looking quite out of place and very disturbing in his makeshift Santa get-up, the Grinch slithers down chimneys with empty bags and stealing the Whos presents, their food, even the logs from their humble Who fires.;Childrens, Picture Books, Christmas, Classics, Fiction, Poetry, Holiday, Fantasy, Humor, Kids;64;Harper Collins Childrens Books;10/04/04;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327958149l/113946.jpg;"
"The Ultimate Hitchhikers Guide to the Galaxy;The Ultimate Hitchhikers Guide to the Galaxy;Douglas Adams;At last in paperback in one complete volume, here are the five novels from Douglas Adamss Hitchhiker series. The Hitchhikers Guide to the Galaxy Seconds before the Earth is demolished for a galactic freeway, Arthur Dent is saved by Ford Prefect, a researcher for the revised Guide. Together they stick out their thumbs to the stars and begin a wild journey through time and space.The Restaurant at the End of the Universe Facing annihilation at the hands of warmongers is a curious time to crave tea. It could only happen to the cosmically displaced Arthur Dent and his comrades as they hurtle across the galaxy in a desperate search for a place to eat.Life, the Universe and Everything The unhappy inhabitants of planet Krikkit are sick of looking at the night sky- so they plan to destroy it.;Science Fiction, Fiction, Humor, Fantasy, Classics, Comedy, Science Fiction Fantasy, Adventure, Novels, British Literature;815;Del Rey Books;04/28/02;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404613595l/13.jpg;"
"Atonement;Atonement;Lan McEwan;Lan McEwan symphonic novel of love and war, childhood and class, guilt and forgiveness provides all the satisfaction of a brilliant narrative and the provocation we have come to expect from this master of English prose.On a hot summer day in 1935, thirteen-year-old Briony Tallis witnesses the flirtation between her older sister, Cecilia, and Robbie Turner, the son of a servant. But Brionys incomplete grasp of adult motives and her precocious imagination bring about a crime that will change all their lives, a crime whose repercussions Atonement follows through the chaos and carnage of World War II and into the close of the twentieth century.;Fiction, Historical Fiction, Romance, Classics, Historical, War, Literary Fiction, Contemporary, Literature, Novels;351;Anchor Books;03/28/03;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320449708l/6867.jpg;"
"The Importance of Being Earnest;The Importance of Being Earnest;Oscar Wilde;Oscar Wildes madcap farce about mistaken identities, secret engagements, and lovers entanglements still delights readers more than a century after its 1895 publication and premiere performance. The rapid-fire wit and eccentric characters of The Importance of Being Earnest have made it a mainstay of the high school curriculum for decades.Cecily Cardew and Gwendolen Fairfax are both in love with the same mythical suitor. Jack Worthing has wooed Gwendolen as Ernest while Algernon has also posed as Ernest to win the heart of Jacks ward, Cecily. When all four arrive at Jacks country home on the same weekend the rivals to fight for Ernests undivided attention and the Ernests to claim their beloveds pandemonium breaks loose. Only a senile nursemaid and an old, discarded hand-bag can save the day!;Classics, Plays, Fiction, Drama, Humor, Literature, School, Comedy, Theatre, Romanc;76;Prestwick House;10/28/05;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298438452l/92303.jpg;"
"Eat Pray Love;Eat, Pray, Love;Elizabeth Gilbert;A celebrated writers irresistible, candid, and eloquent account of her pursuit of worldly pleasure, spiritual devotion, and what she really wanted out of life. Around the time Elizabeth Gilbert turned thirty, she went through an early-onslaught midlife crisis. She had everything an educated, ambitious American woman was supposed to wants husband, a house, a successful career. But instead of feeling happy and fulfilled, she was consumed with panic, grief, and confusion. She went through a divorce, a crushing depression, another failed love, and the eradication of everything she ever thought she was supposed to be. To recover from all this, Gilbert took a radical step. In order to give herself the time and space to find out who she really was and what she really wanted, she got rid of her belongings, quit her job, and undertook a yearlong journey around the world all alone.;Nonfiction, Memoir, Travel, Biography, Chick Lit, Romance, Spirituality, Contemporary, Biography Memoir, Autobiography;81;Prestwick House;05/28/12;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503066414l/19501.jpg;"
"Their Eyes Were Watching God;Their Eyes Were Watching God;Zora Neale Hurston;Fair and long-legged, independent and articulate, Janie Crawford sets out to be her own person  no mean feat for a black woman in the 30s. Janies quest for identity takes her through three marriages and into a journey back to her roots.;Classics, Fiction, Historical Fiction, School, African American, Literature, Novels, Feminism, Read For School, High School;219;Amistad;05/30/06;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368072803l/37415.jpg;"
"The Cider House Rules;The Cider House Rules;John Irving;Raised from birth in the orphanage at St. Clouds, Maine, Homer Wells has become the protege of Dr. Wilbur Larch, its physician and director. There Dr. Larch cares for the troubled mothers who seek his help, either by delivering and taking in their unwanted babies or by performing illegal abortions. Meticulously trained by Dr. Larch, Homer assists in the former, but draws the line at the latter. Then a young man brings his beautiful fiancee to Dr. Larch for an abortion, and everything about the couple beckons Homer to the wide world outside the orphanage ...;Fiction, Classics, Historical Fiction, Literature, Literary Fiction, Contemporary, Novels, American, Adult Fiction, Historical;973;Thorndike Press;07/01/00;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327962519l/4687.jpg;"
"The Wonderful Wizard of Oz;The Wonderful Wizard of Oz;L. Frank Baum;When Dorothy and her little dog Toto are caught in a tornado, they and their Kansas farmhouse are suddenly transported to Oz, where Munchkins live, monkeys fly and Wicked Witches rule. Desperate to return home, and with the Wicked Witch of the West on their trail, Dorothy and Toto - together with new friends the Tin Woodsman, Scarecrow and cowardly Lion - embark on a fantastic quest along the Yellow Brick Road in search of the Emerald City. There they hope to meet the legendary, all-powerful Wizard of Oz, who alone may hold the power to grant their every wish.Just as captivating as it was a hundred years ago, this is a story that all ages will love.;Classics, Fantasy, Fiction, Childrens, Young Adult, Adventure, Audiobook, Middle Grade, Magic, Literature;154;Penguin;10/28/95;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398003737l/236093.jpg;"
"The Diary of a Young Girl;The Diary of a Young Girl;Anne Frank;Discovered in the attic in which she spent the last years of her life, Anne Franks remarkable diary has become a world classics powerful reminder of the horrors of war and an eloquent testament to the human spirit. In 1942, with the Nazis occupying Holland, a thirteen-year-old Jewish girl and her family fled their home in Amsterdam and went into hiding. For the next two years, until their whereabouts were betrayed to the Gestapo, the Franks and another family lived cloistered in the of an old office building. Cut off from the outside world, they faced hunger, boredom, the constant cruelties of living in confined quarters, and the ever-present threat of discovery and death.;Nonfiction, Classics, History, Biography, Memoir, Historical, Holocaust, Autobiography, War, World War II;283;Bantam;07/28/93;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1560816565l/48855.jpg;"
"Last Sacrifice;Vampire Academy;Richelle Mead ;They come first.My vision was growing dimmer, the blackness and ghosts closing in. I swore it was like I could hear Robert whispering in my ear: The world of the dead won't give you up a second time. Just before the light completely vanished, I saw Dimitri's face join Lissa's. I wanted to smile. I decided then that if the two people I loved most were safe, I could leave this world.The dead could finally have me.Rose Hathaway has always played by her own rules. She broke the law when she ran away from St. Vladimir's Academy with her best friend and last surviving Dragomir princess, Lissa. She broke the law when she fell in love with her gorgeous, off-limits instructor, Dimitri. And she dared to defy Queen Tatiana, leader of the Moroi world, risking her life and reputation to protect generations of dhampir guardians to come.Now the law has finally caught up with Rose - for a crime she didn't even commit. She's in prison for the highest offense imaginable: the assassination of a monarch.;Young Adult, Vampires, Fantasy, Paranormal, Romance, Urban Fantasy, Paranormal Romance, Supernatural, Fiction, Magic;594;Razorbill;07/12/2010;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1319850978l/6527740._SY475_.jpg;"
"The Silmarillion;Middle Earth Universe;J.R.R. Tolkien;A number-one New York Times bestseller when it was originally published, THE SILMARILLION is the core of J.R.R. Tolkien's imaginative writing, a work whose origins stretch back to a time long before THE HOBBIT.Tolkien considered THE SILMARILLION his most important work, and, though it was published last and posthumously, this great collection of tales and legends clearly sets the stage for all his other writing. The story of the creation of the world and of the the First Age, this is the ancient drama to which the characters in THE LORD OF THE RINGS look back and in whose events some of them, such as Elrond and Galadriel, took part. The three Silmarils were jewels created by Feanor, most gifted of the Elves. Within them was imprisoned the Light of the Two Trees of Valinor before the Trees themselves were destroyed by Morgoth, the first Dark Lord.;Fantasy, Fiction, Classics, High Fantasy, Science Fiction Fantasy, Epic Fantasy, Mythology, Literature, Novels, Adventure;386;Houghton Mifflin Company;11/15/04;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565193934l/7332.jpg;"
"The Selection;The Selection ;Kiera Cass ;For thirty-five girls, the Selection is the chance of a lifetime. The opportunity to escape the life laid out for them since birth. To be swept up in a world of glittering gowns and priceless jewels. To live in a palace and compete for the heart of gorgeous Prince Maxon.But for America Singer, being Selected is a nightmare. It means turning her back on her secret love with Aspen, who is a caste below her. Leaving her home to enter a fierce competition for a crown she doesn't want. Living in a palace that is constantly threatened by violent rebel attacks.Then America meets Prince Maxon. Gradually, she starts to question all the plans she's made for herself'”and realizes that the life she's always dreamed of may not compare to a future she never imagined.;Young Adult, Romance, Dystopia, Fantasy, Fiction, Science Fiction, Audiobook, Teen, Chick Lit, Young Adult Fantasy;336;HarperTeen;04/24/12;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1322103400l/10507293.jpg;"
"Catching Fire;The Hunger Games;Suzanne Collins;SPARKS ARE IGNITING.FLAMES ARE SPREADING.AND THE CAPITAL WANTS REVENGE.Against all odds, Katniss Everdeen has survived the Hunger Games. She and fellow District 12 tribute Peeta Mellark are miraculously still alive. Katniss should be relieved, happy even. Yet nothing is the way Katniss wishes it to be. Gale holds her at an icy distance. Peeta has turned his back on her completely. And there are whispers of a rebellion against the Capitol - a rebellion that Katniss and Peeta may have helped create.Much to her shock, Katniss has fueled an unrest that she's afraid she cannot stop. And what scares her even more is that she's not entirely convinced she should try. As time draws near for Katniss and Peeta to visit the districts on the Capitol's cruel Victory Tour, the stakes are higher than ever. If they can't prove, without a shadow of a doubt, that they are lost in their love for each other, the consequences will be horrifying. Katniss is about to be tested as never before.;Young Adult, Dystopia, Fiction, Fantasy, Science Fiction, Romance, Adventure, Teen, Post Apocalyptic, Action;391;Scholastic Press;01/09/2009;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586722941l/6148028.jpg;"
"The Lost Hero;The Heroes of Olympus;Rick Riordan ;JASON HAS A PROBLEM. He doesn't remember anything before waking up in a bus full of kids on a field trip. Apparently he has a girlfriend named Piper, and his best friend is a guy named Leo. They're all students at the Wilderness School, a boarding school for bad kids, as Leo puts it. What did Jason do to end up here? And where is here, exactly? Jason doesn't know anything'”except that everything seems very wrong.PIPER HAS A SECRET. Her father has been missing for three days, ever since she had that terrifying nightmare about his being in trouble. Piper doesn't understand her dream, or why her boyfriend suddenly doesn't recognize her. When a freak storm hits during the school trip, unleashing strange creatures and whisking her, Jason, and Leo away to someplace called Camp Half-Blood, she has a feeling she's going to find out, whether she wants to or not.;Fantasy, Young Adult, Mythology, Fiction, Middle Grade, Adventure, Childrens, Greek Mythology, Urban Fantasy, Young Adult Fantasy;553;Disney Hyperion Books;12/10/2010;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201003l/7736182._SY475_.jpg;"
